시도명,시군구명,종량제봉투종류,종량제봉투처리방식,종량제봉투용도,종량제봉투사용대상,1ℓ가격,1.5ℓ가격,2ℓ가격,2.5ℓ가격,3ℓ가격,5ℓ가격,10ℓ가격,20ℓ가격,30ℓ가격,50ℓ가격,60ℓ가격,75ℓ가격,100ℓ가격,120ℓ가격,125ℓ가격,관리부서명,관리부서전화번호,데이터기준일자,제공기관코드,제공기관명
경기도,평택시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,500,0,0,0,0,0,0,0,경기도 평택시청,031-8024-3715,2024-03-04,3910000,경기도 평택시
경기도,평택시,특수규격마대,기타,생활쓰레기,기타,0,0,0,0,0,0,3000,6000,0,0,0,0,0,0,0,경기도 평택시청,031-8024-3715,2024-03-04,3910000,경기도 평택시
인천광역시,계양구,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,0,3880,0,0,0,8070,청결지도팀,032-450-5464,2020-09-01,B551295,인천광역시계양구시설관리공단
인천광역시,계양구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,310,620,0,0,0,0,0,0,0,청결지도팀,032-450-5464,2020-09-01,B551295,인천광역시계양구시설관리공단
전라남도,순천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,150,290,580,0,1380,0,0,2760,0,0,청소자원과,061-749-6403,2023-07-06,4820000,전라남도 순천시
충청남도,계룡시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,240,470,0,1170,0,1750,0,0,0,환경위생과,042-840-2484,2023-07-06,5580000,충청남도 계룡시
충청남도,계룡시,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,120,240,470,0,1170,0,1750,0,0,0,환경위생과,042-840-2484,2023-07-06,5580000,충청남도 계룡시
충청남도,계룡시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,240,470,0,0,0,0,0,0,0,환경위생과,042-840-2484,2023-07-06,5580000,충청남도 계룡시
충청남도,아산시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,180,350,0,0,0,0,0,0,0,환경시설팀,041-538-1921,2024-03-01,B553452,아산시시설관리공단
충청남도,아산시,규격봉투,소각용,음식물쓰레기,가정용,20,0,40,0,60,100,180,350,0,0,0,0,0,0,0,환경시설팀,041-538-1921,2024-03-01,B553452,아산시시설관리공단
강원특별자치도,화천군,규격봉투,소각용,생활쓰레기,가정용,0,0,50,0,60,70,120,230,350,560,0,790,0,0,0,환경과,033-440-2326,2024-03-13,4311000,강원특별자치도 화천군
강원특별자치도,화천군,규격봉투,매립용,생활쓰레기,가정용,0,0,50,0,60,70,120,230,350,560,0,790,0,0,0,환경과,033-440-2326,2024-03-13,4311000,강원특별자치도 화천군
강원특별자치도,화천군,규격봉투,기타,음식물쓰레기,가정용,0,0,50,0,60,70,120,230,0,0,0,0,0,0,0,환경과,033-440-2326,2024-03-13,4311000,강원특별자치도 화천군
강원특별자치도,화천군,규격봉투,기타,생활쓰레기,가정용,0,0,0,0,0,0,120,230,0,0,0,0,0,0,0,환경과,033-440-2326,2024-03-13,4311000,강원특별자치도 화천군
강원특별자치도,화천군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,0,0,0,0,2460,0,0,0,0,0,환경과,033-440-2326,2024-03-13,4311000,강원특별자치도 화천군
강원특별자치도,화천군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,0,0,0,0,2460,0,0,0,0,0,환경과,033-440-2326,2024-03-13,4311000,강원특별자치도 화천군
인천광역시,계양구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,210,390,750,0,1850,0,0,0,0,0,청소행정과,032-450-5463,2024-03-12,3550000,인천광역시 계양구
인천광역시,계양구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,210,390,750,0,1850,0,0,0,0,0,청소행정과,032-450-5463,2024-03-12,3550000,인천광역시 계양구
인천광역시,계양구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,390,750,0,0,0,0,0,0,0,청소행정과,032-450-5463,2024-03-12,3550000,인천광역시 계양구
인천광역시,계양구,규격봉투,소각용,음식물쓰레기,가정용,60,0,120,0,180,300,600,1200,0,0,0,0,0,0,0,청소행정과,032-450-5454,2024-03-12,3550000,인천광역시 계양구
울산광역시,북구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,160,310,600,0,1490,0,2220,0,0,0,자원순환과,052-241-7804,2024-06-24,3720000,울산광역시 북구
제주특별자치도,제주시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,240,700,1050,1750,0,0,0,0,0,생활환경과,064-728-3156,2024-06-28,6510000,제주특별자치도 제주시
제주특별자치도,제주시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,생활환경과,064-728-3156,2024-06-28,6510000,제주특별자치도 제주시
전라남도,해남군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,110,210,430,0,1050,0,1580,0,0,0,환경과,061-530-5336,2024-07-01,4930000,전라남도 해남군
부산광역시,부산진구,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,220,300,850,1280,2070,0,3080,0,0,0,자원순환과,051-605-4462,2024-07-10,3290000,부산광역시 부산진구
충청북도,증평군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,150,260,520,730,1200,0,1790,0,0,0,환경위생과,043-835-3647,2024-07-10,5570000,충청북도 증평군
충청남도,홍성군,규격봉투,기타,생활쓰레기,기타,20,0,40,0,60,100,200,400,600,1000,0,1500,2000,0,0,환경과,041-630-1350,2024-06-28,4600000,충청남도 홍성군
대구광역시,달성군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,180,340,670,1080,1660,0,2470,0,0,0,청소위생과,053-668-2712,2024-07-01,3480000,대구광역시 달성군
충청남도,아산시,규격봉투,소각용,생활쓰레기,가정용,20,0,40,0,60,100,180,350,0,850,0,1300,0,0,0,아산시시설관리공단 환경시설팀,041-538-1921,2023-03-28,4520000,충청남도 아산시
경기도,여주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,230,460,0,1150,0,0,2300,0,0,자원순환과,031-887-2453,2023-08-01,5700000,경기도 여주시
경기도,여주시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,230,460,0,0,0,0,0,0,0,자원순환과,031-887-2453,2023-08-01,5700000,경기도 여주시
경기도,여주시,규격봉투,매립용,음식물쓰레기,가정용,30,0,50,0,70,120,230,460,0,1150,0,0,0,0,0,자원순환과,031-887-2453,2023-08-01,5700000,경기도 여주시
광주광역시,남구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,200,380,740,1110,1830,0,2730,0,0,0,자원순환과,062-607-3633,2023-12-06,3610000,광주광역시 남구
광주광역시,남구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,380,740,0,0,0,0,0,0,0,자원순환과,062-607-3633,2023-12-06,3610000,광주광역시 남구
광주광역시,없음,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,200,380,740,1110,1830,0,2730,0,0,0,자원순환과,062-613-1692,2023-12-05,6290000,광주광역시
전라남도,고흥군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,30,90,140,260,0,450,0,0,830,0,0,환경산림과,061-830-5812,2023-12-07,4880000,전라남도 고흥군
강원특별자치도,태백시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,190,370,0,890,0,1320,0,0,0,환경과,033-550-2063,2023-12-05,4221000,강원특별자치도 태백시
전라남도,여수시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,140,250,500,720,1200,0,1800,0,0,0,자원순환과,061-659-3834,2024-04-02,4810000,전라남도 여수시
경상북도,예천군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,80,150,300,0,720,0,1080,0,0,0,환경관리과,054-650-6193,2024-03-30,5230000,경상북도 예천군
경상북도,예천군,규격봉투,소각용,음식물쓰레기,가정용,0,0,60,0,90,150,300,600,0,0,0,0,0,0,0,환경관리과,054-650-6193,2024-03-30,5230000,경상북도 예천군
전라남도,영암군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,110,230,460,0,1160,0,1730,2310,0,0,환경기후과,061-470-2158,2024-03-27,4940000,전라남도 영암군
부산광역시,북구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,170,340,680,1020,1660,0,2470,0,0,0,자원순환과,051-309-4437,2024-04-08,3320000,부산광역시 북구
부산광역시,북구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,340,680,0,0,0,0,0,0,0,자원순환과,051-309-4437,2024-04-08,3320000,부산광역시 북구
경상북도,봉화군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,50,80,150,250,0,600,0,0,1200,0,0,녹색환경과,054-679-6413,2024-04-12,5240000,경상북도 봉화군
전라남도,목포시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,110,210,400,600,990,0,1470,0,0,0,자원순환과,061-270-8561,2023-12-07,4800000,전라남도 목포시
경상남도,김해시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,200,400,800,1200,2400,0,3600,0,0,0,자원순환과,055-330-3385,2023-12-08,5350000,경상남도 김해시
서울특별시,마포구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,490,740,1250,0,1880,0,0,0,깨끗한마포과,02-3153-9226,2024-02-29,3130000,서울특별시 마포구
서울특별시,마포구,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,깨끗한마포과,02-3153-9226,2024-02-29,3130000,서울특별시 마포구
서울특별시,강서구,규격봉투,소각용,생활쓰레기,가정용,0,0,60,0,90,130,250,490,740,1250,0,1880,0,0,0,자원순환과,02-2600-4057,2024-02-22,3150000,서울특별시 강서구
서울특별시,강서구,규격봉투,소각용,음식물쓰레기,가정용,100,0,190,0,300,500,1000,2000,0,0,0,0,0,0,0,자원순환과,02-2600-4057,2024-02-22,3150000,서울특별시 강서구
서울특별시,강서구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,자원순환과,02-2600-4057,2024-02-22,3150000,서울특별시 강서구
서울특별시,강서구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,250,490,0,0,0,0,0,0,0,자원순환과,02-2600-4057,2024-02-22,3150000,서울특별시 강서구
인천광역시,서구,김장용봉투,기타,음식물쓰레기,가정용,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,자원순환과,032-560-4412,2024-04-26,3560000,인천광역시 서구
인천광역시,서구,규격봉투,기타,음식물쓰레기,가정용,60,0,120,0,180,300,600,0,0,0,0,0,0,0,0,자원순환과,032-560-4412,2024-04-26,3560000,인천광역시 서구
전라남도,무안군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,170,320,540,790,0,1350,0,0,0,전라남도 무안군청 환경과,061-450-5550,2024-04-18,4950000,전라남도 무안군
강원특별자치도,속초시,재사용규격봉투,소각용,생활쓰레기,가정용/사업용,0,0,0,0,0,0,230,440,0,0,0,0,0,0,0,친환경정책과,033-639-2337,2024-06-10,4231000,강원특별자치도 속초시
강원특별자치도,속초시,특수규격마대,매립용,생활쓰레기,가정용/사업용,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,친환경정책과,033-639-2337,2024-06-10,4231000,강원특별자치도 속초시
인천광역시,연수구청,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,210,390,750,0,1850,0,2780,0,0,0,청소행정과,032-749-7855,2024-05-31,3520000,인천광역시 연수구
인천광역시,계양구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,160,310,620,0,1540,0,0,3060,0,0,청결지도팀,032-450-5464,2020-09-01,B551295,인천광역시계양구시설관리공단
인천광역시,계양구,규격봉투,소각용,음식물쓰레기,가정용,60,0,120,0,180,300,600,1200,0,0,0,0,0,0,0,음식물자원화팀,032-450-5453,2020-09-01,B551295,인천광역시계양구시설관리공단
울산광역시,중구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1490,0,0,2960,0,0,경영사업팀,052-290-7657,2020-07-07,B553013,울산광역시중구도시관리공단
경기도,양평군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,140,280,560,840,1400,0,2100,0,0,0,청소과,031-770-2252,2023-05-22,4170000,경기도 양평군
경기도,양평군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,140,280,560,0,0,0,0,0,0,0,청소과,031-770-2252,2023-05-22,4170000,경기도 양평군
경기도,양평군,규격봉투,기타,음식물쓰레기,가정용,50,0,0,0,90,150,300,0,0,0,0,0,0,0,0,청소과,031-770-2252,2023-05-22,4170000,경기도 양평군
경기도,양평군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,790,1550,0,0,0,0,0,0,0,청소과,031-770-2252,2023-05-22,4170000,경기도 양평군
충청북도,단양군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,200,300,0,800,0,1400,0,0,0,환경과,043-420-2684,2023-07-13,4480000,충청북도 단양군
충청북도,단양군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,환경과,043-420-2684,2023-07-13,4480000,충청북도 단양군
충청북도,제천시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,200,300,0,700,0,0,0,0,0,자원순환과,043-641-6422,2023-10-17,4400000,충청북도 제천시
경상남도,함양군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,60,100,200,400,0,980,0,0,0,0,0,환경위생과,055-960-6130,2023-10-12,5460000,경상남도 함양군
경상남도,함양군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,환경위생과,055-960-6130,2023-10-12,5460000,경상남도 함양군
서울특별시,관악구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,130,250,490,740,1250,0,1880,0,0,0,서울특별시 관악구청 청소행정과,02-879-6206,2023-10-10,3200000,서울특별시 관악구
서울특별시,관악구,규격봉투,소각용,음식물쓰레기,가정용,100,0,190,0,300,500,0,0,0,0,0,0,0,0,0,서울특별시 관악구청 청소행정과,02-879-6206,2023-10-10,3200000,서울특별시 관악구
전라남도,담양군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,180,310,0,900,0,1350,0,0,0,환경과,061-380-3073,2023-10-16,4850000,전라남도 담양군
경상북도,영천시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,180,360,0,0,0,0,0,0,0,자원순환과,054-330-6191,2024-06-17,5100000,경상북도 영천시
경상북도,영천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,180,360,0,900,0,1350,0,0,0,자원순환과,054-330-6191,2024-06-17,5100000,경상북도 영천시
경기도,양주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,150,300,600,0,1500,0,2250,0,0,0,청소행정과,031-8082-6903,2024-05-25,5590000,경기도 양주시
경기도,양주시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,1000,2000,0,5000,0,0,0,0,0,청소행정과,031-8082-6903,2024-05-25,5590000,경기도 양주시
경기도,양주시,규격봉투,매립용,음식물쓰레기,가정용,30,0,0,0,90,150,300,600,0,0,0,0,0,0,0,청소행정과,031-8082-6903,2024-05-25,5590000,경기도 양주시
충청남도,천안시,규격봉투,소각용,생활쓰레기,가정용,40,0,50,0,60,140,250,500,750,1150,0,1730,0,0,0,충청남도 천안시 청소행정과,041-521-5421,2024-06-19,4490000,충청남도 천안시
서울특별시,양천구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,490,740,1250,0,1880,0,0,0,서울특별시 양천구청 청소행정과,02-2620-3420,2023-08-15,3140000,서울특별시 양천구
서울특별시,양천구,규격봉투,기타,음식물쓰레기,가정용,100,0,190,0,300,500,1000,2000,0,0,0,0,0,0,0,서울특별시 양천구청 청소행정과,02-2620-3420,2023-08-15,3140000,서울특별시 양천구
서울특별시,양천구,특수규격마대,기타,생활쓰레기,가정용,0,0,0,0,0,0,0,2040,0,5100,0,0,0,0,0,서울특별시 양천구청 청소행정과,02-2620-3420,2023-08-15,3140000,서울특별시 양천구
서울특별시,동대문구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,490,740,1250,0,1880,0,0,0,청소행정과,02-2127-4725,2024-03-22,3050000,서울특별시 동대문구
서울특별시,동대문구,규격봉투,소각용,음식물쓰레기,가정용,100,0,190,0,300,500,1000,0,0,0,0,0,0,0,0,청소행정과,02-2127-4725,2024-03-22,3050000,서울특별시 동대문구
서울특별시,동대문구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,250,490,0,0,0,0,0,0,0,청소행정과,02-2127-4725,2024-03-22,3050000,서울특별시 동대문구
서울특별시,동대문구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,1020,2040,0,0,0,0,0,0,0,청소행정과,02-2127-4725,2024-03-22,3050000,서울특별시 동대문구
전북특별자치도,김제시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,190,360,0,890,0,0,0,0,0,전북특별자치도 김제시청 청소자원과,063-540-3165,2024-03-18,4711000,전북특별자치도 김제시
전북특별자치도,김제시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,360,0,890,0,0,0,0,0,전북특별자치도 김제시청 청소자원과,063-540-3165,2024-03-18,4711000,전북특별자치도 김제시
전북특별자치도,김제시,김장용봉투,소각용,음식물쓰레기,가정용,0,0,0,0,0,0,0,470,0,1150,0,0,0,0,0,전북특별자치도 김제시청 청소자원과,063-540-3165,2024-03-18,4711000,전북특별자치도 김제시
강원특별자치도,강릉시,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,0,290,560,0,0,0,0,0,0,0,자원순환과,033-640-4525,2024-03-18,4201000,강원특별자치도 강릉시
강원특별자치도,강릉시,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,140,290,560,0,1350,0,2030,0,0,0,자원순환과,033-640-4525,2024-03-18,4201000,강원특별자치도 강릉시
부산광역시,남구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,120,180,340,680,1020,1670,0,2490,0,0,0,자원순환과,051-607-4435,2024-03-16,3310000,부산광역시 남구
충청남도,아산시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,180,350,0,850,0,1300,0,0,0,환경시설팀,041-538-1921,2024-03-01,B553452,아산시시설관리공단
경기도,의왕시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,190,350,680,0,1700,0,2630,0,0,0,경기도 의왕시청 자원관리과,031-345-2844,2024-06-14,4030000,경기도 의왕시
경기도,의왕시,규격봉투,소각용,음식물쓰레기,가정용,40,0,80,0,120,200,400,800,0,0,0,0,0,0,0,경기도 의왕시청 자원관리과,031-345-2844,2024-06-14,4030000,경기도 의왕시
경기도,의왕시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,350,680,0,0,0,0,0,0,0,경기도 의왕시청 자원관리과,031-345-2844,2024-06-14,4030000,경기도 의왕시
경기도,의왕시,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,경기도 의왕시청 자원관리과,031-345-2844,2024-06-14,4030000,경기도 의왕시
강원도,인제군,규격봉투,소각용,생활쓰레기,가정용,0,0,40,0,60,90,150,300,0,740,0,1100,0,1700,0,환경보호과,033-460-4474,2023-06-07,4331000,강원특별자치도 인제군
강원도,인제군,규격봉투,매립용,생활쓰레기,가정용,0,0,40,0,60,90,150,300,0,740,0,1100,0,1700,0,환경보호과,033-460-4474,2023-06-07,4331000,강원특별자치도 인제군
경상북도,군위군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,70,130,240,0,600,0,0,1190,0,0,환경위생과,054-380-7983,2022-11-26,5141000,대구광역시 군위군
강원도,철원군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,190,400,0,970,0,0,1950,0,0,청정환경과,033-450-5335,2022-06-08,4301000,강원특별자치도 철원군
강원도,철원군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,190,400,0,970,0,0,0,0,0,청정환경과,033-450-5335,2022-06-08,4301000,강원특별자치도 철원군
강원도,철원군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,190,400,0,0,0,0,0,0,0,청정환경과,033-450-5335,2022-06-08,4301000,강원특별자치도 철원군
강원도,철원군,규격봉투,기타,음식물쓰레기,가정용,0,0,0,0,0,110,190,0,0,0,0,0,0,0,0,청정환경과,033-450-5335,2022-06-08,4301000,강원특별자치도 철원군
경상북도,의성군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,60,85,170,340,0,750,0,1120,1500,0,0,환경축산과,054-830-6571,2023-09-10,5150000,경상북도 의성군
강원특별자치도,춘천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,80,140,230,470,0,1140,0,1710,0,0,0,자원순환과,033-250-3127,2023-09-01,4181000,강원특별자치도 춘천시
강원특별자치도,춘천시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,140,230,470,0,0,0,0,0,0,0,자원순환과,033-250-3127,2023-09-01,4181000,강원특별자치도 춘천시
강원특별자치도,영월군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,180,350,0,0,0,0,0,0,0,강원특별자치도 영월군청,033-370-2335,2024-07-29,4271000,강원특별자치도 영월군
서울특별시,강남구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,490,740,1250,0,0,0,0,0,자원순환과,02-3423-5974,2024-07-19,3220000,서울특별시 강남구
서울특별시,강남구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,250,490,0,0,0,0,0,0,0,자원순환과,02-3423-5974,2024-07-19,3220000,서울특별시 강남구
경기도,의정부시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,240,420,840,0,2250,0,4200,0,0,0,자원순환과,031-828-2823,2024-07-15,3820000,경기도 의정부시
경기도,의정부시,규격봉투,소각용,음식물쓰레기,가정용,50,0,0,120,0,240,420,840,0,0,0,0,0,0,0,자원순환과,031-828-2823,2024-07-15,3820000,경기도 의정부시
경기도,의정부시,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,0,자원순환과,031-828-2823,2024-07-15,3820000,경기도 의정부시
경기도,의정부시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,140,240,420,840,0,0,0,0,0,0,0,자원순환과,031-828-2823,2024-07-15,3820000,경기도 의정부시
경기도,의정부시,특수규격마대,소각용,생활쓰레기,기타,0,0,0,0,0,0,0,0,0,2700,0,4000,0,0,0,자원순환과,031-828-2823,2024-07-15,3820000,경기도 의정부시
경기도,의정부시,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,0,2000,0,5000,0,0,0,0,0,자원순환과,031-828-2823,2024-07-15,3820000,경기도 의정부시
경상북도,김천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,180,350,0,860,0,1270,0,0,0,김천시 시설관리공단 체육장사팀,054-421-1661,2024-07-25,5060000,경상북도 김천시
서울특별시,노원구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,130,250,490,0,1250,0,1880,0,0,0,자원순환과,02-2116-3800,2024-07-22,3100000,서울특별시 노원구
서울특별시,노원구,특수규격마대,기타,생활쓰레기,가정용,0,0,0,0,0,0,1020,2040,0,0,0,0,0,0,0,자원순환과,02-2116-3800,2024-07-22,3100000,서울특별시 노원구
부산광역시,해운대구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,140,220,430,850,1280,2070,0,3080,0,0,0,자원순환과,051-749-4434,2024-07-18,3330000,부산광역시 해운대구
부산광역시,해운대구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,430,850,1280,2070,0,0,0,0,0,자원순환과,051-749-4434,2024-07-18,3330000,부산광역시 해운대구
부산광역시,해운대구,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,230,450,890,1340,2170,0,3230,0,0,0,자원순환과,051-749-4434,2024-07-18,3330000,부산광역시 해운대구
경상남도,밀양시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,210,370,700,0,1720,0,2560,0,0,0,환경관리과,055-359-5321,2024-07-19,5360000,경상남도 밀양시
경상남도,밀양시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,370,700,0,0,0,0,0,0,0,환경관리과,055-359-5321,2024-07-19,5360000,경상남도 밀양시
경상남도,밀양시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1720,0,0,0,0,0,환경관리과,055-359-5321,2024-07-19,5360000,경상남도 밀양시
전북특별자치도,장수군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,환경과,063-350-2537,2024-08-13,4751000,전북특별자치도 장수군
전북특별자치도,장수군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,환경과,063-350-2537,2024-08-13,4751000,전북특별자치도 장수군
경기도,남양주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,190,370,740,1110,1850,0,2780,0,0,0,자원순환과,031-590-4255,2023-05-10,3990000,경기도 남양주시
인천광역시,남동구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,210,390,750,0,1850,0,0,0,0,0,청소행정과,032-453-2555,2023-09-03,3530000,인천광역시 남동구
인천광역시,남동구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,390,750,0,0,0,0,0,0,0,청소행정과,032-453-2555,2023-09-03,3530000,인천광역시 남동구
인천광역시,남동구,규격봉투,기타,음식물쓰레기,가정용,100,0,200,0,300,500,1000,2000,0,0,0,0,0,0,0,청소행정과,032-453-2555,2023-09-03,3530000,인천광역시 남동구
인천광역시,남동구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,2350,3920,0,4730,0,0,7870,청소행정과,032-453-2555,2023-09-03,3530000,인천광역시 남동구
인천광역시,남동구,재사용규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,청소행정과,032-453-2555,2023-09-03,3530000,인천광역시 남동구
서울특별시,중구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,130,250,490,740,1250,0,1880,0,0,0,청소행정과,02-3396-5459,2023-12-06,3010000,서울특별시 중구
서울특별시,중구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,0,250,490,0,0,0,0,0,0,0,청소행정과,02-3396-5459,2023-12-06,3010000,서울특별시 중구
서울특별시,중구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,청소행정과,02-3396-5459,2023-12-06,3010000,서울특별시 중구
서울특별시,마포구,특수규격마대,기타,생활쓰레기,가정용,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,깨끗한마포과,02-3153-9226,2024-02-29,3130000,서울특별시 마포구
전라북도,순창군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,190,380,560,900,0,0,2000,0,0,환경수도과,063-650-1725,2022-06-15,4771000,전북특별자치도 순창군
